LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 113219, 0, 56.979835539971205, 57.14285714285714, 56.92051139521956,
1, 291263, 0, 7.121693158024583, 7.1428571428571415, 7.11404818738756,
2, 188699, 0, 81.03770201926525, 81.26984126984127, 80.95361620653449,
3, 152255, 0, 7.061837049686382, 7.1428571428571495, 7.03296703296704,
4, 190319, 0, 80.34790711034282, 81.26984126984131, 80.01953601953592,
5, 283391, 0, 7.055774026496456, 7.142857142857137, 7.024813298000489,
6, 348919, 0, 87.65205295976048, 88.65800865800864, 87.29403929403908,
7, 78719, 0, 6.829355047701317, 7.142857142857137, 6.722689075630249,
8, 171379, 0, 89.22757941949325, 93.32421964000906, 87.83455966118481,
9, 136703, 0, 6.781751053639747, 7.142857142857127, 6.66009852216747,
10, 342759, 0, 89.22731909786954, 93.32421964000905, 87.83455966118477,
11, 44543, 0, 6.034618234065959, 7.142857142857127, 5.714285714285698,
12, 188847, 0, 80.97419251210415, 95.84649584649583, 76.67719667719672,
13, 69119, 0, 5.7143683874394675, 7.1428571428571965, 5.3293856402664455,
14, 369111, 0, 82.8570989937083, 98.07548412199603, 78.46038729759422,
15, 69119, 0, 5.7143683874394675, 7.1428571428571965, 5.3293856402664455,
16, 369111, 0, 82.8570989937083, 98.07548412199603, 78.46038729759422,
17, 69119, 0, 5.7143683874394675, 7.1428571428571965, 5.3293856402664455,
18, 369111, 0, 82.8570989937083, 98.07548412199603, 78.46038729759422,
19, 69119, 0, 5.7143683874394675, 7.1428571428571965, 5.3293856402664455,
20, 369111, 0, 82.8570989937083, 98.07548412199603, 78.46038729759422,
21, 69119, 0, 5.7143683874394675, 7.1428571428571965, 5.3293856402664455,
22, 369111, 0, 82.8570989937083, 98.07548412199603, 78.46038729759422,
23, 32639, 0, 4.117773216091179, 7.1428571428571965, 3.5714285714285983,
24, 270469, 0, 56.5378410588028, 98.07548412199593, 49.037742060997964,
25, 34559, 0, 1.4286127657463634, 7.142857142857097, 1.108374384236461,
26, 540939, 0, 56.53773654084225, 98.07548412199533, 49.037742060997665,
