LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
0, 1.0, 862652.0, 8893500, 1.0, 862678.0, 9492672, 146.0, 862688.0, 905570, -7985.0, 791006.0, 782682, -959.0, -1.0, 9408, 43922.0, 862713.0, 774413,
1, 1.0, 115259.0, 1003520, 1.0, 115263.0, 1073152, 63.0, 115273.0, 234764, -7985.0, 110027.0, 1003520, -480.0, -1.0, 4096, 22591.0, 117327.0, 200717,
2, 1.0, 728987.0, 8398080, 1.0, 728983.0, 8957952, 575.0, 728993.0, 218214, -7985.0, 695202.0, 1089890, -3833.0, -1.0, 36864, 154175.0, 730042.0, 186637,
3, 1.0, 438043.0, 3813376, 1.0, 438043.0, 4292608, 63.0, 438053.0, 932244, -7985.0, 431072.0, 3813376, -1757.0, -1.0, 16384, 22591.0, 440111.0, 802829,
4, 1.0, 438043.0, 3813376, 1.0, 438043.0, 4292608, 63.0, 438053.0, 932244, -7985.0, 431072.0, 3813376, -1757.0, -1.0, 16384, 22591.0, 440111.0, 802829,
5, 1.0, 366779.0, 4014080, 1.0, 366783.0, 4292608, 255.0, 366793.0, 234764, -7985.0, 364645.0, 4014080, -1757.0, -1.0, 16384, 71935.0, 368847.0, 200717,
6, 1.0, 728987.0, 8398080, 1.0, 728983.0, 8957952, 575.0, 728993.0, 218214, -7985.0, 695202.0, 1089890, -3833.0, -1.0, 36864, 154175.0, 730042.0, 186637,
7, 1.0, 438043.0, 3813376, 1.0, 438043.0, 4292608, 63.0, 438053.0, 932244, -7985.0, 431072.0, 3813376, -1757.0, -1.0, 16384, 22591.0, 440111.0, 802829,
8, 1.0, 366779.0, 4014080, 1.0, 366783.0, 4292608, 255.0, 366793.0, 234764, -7985.0, 364645.0, 4014080, -1757.0, -1.0, 16384, 71935.0, 368847.0, 200717,
9, 1.0, 728987.0, 8398080, 1.0, 728983.0, 8957952, 575.0, 728993.0, 218214, -7985.0, 695202.0, 1089890, -3833.0, -1.0, 36864, 154175.0, 730042.0, 186637,
