LayerID, SRAM IFMAP Start Cycle, SRAM IFMAP Stop Cycle, SRAM IFMAP Reads, SRAM Filter Start Cycle, SRAM Filter Stop Cycle, SRAM Filter Reads, SRAM OFMAP Start Cycle, SRAM OFMAP Stop Cycle, SRAM OFMAP Writes, DRAM IFMAP Start Cycle, DRAM IFMAP Stop Cycle, DRAM IFMAP Reads, DRAM Filter Start Cycle, DRAM Filter Stop Cycle, DRAM Filter Reads, DRAM OFMAP Start Cycle, DRAM OFMAP Stop Cycle, DRAM OFMAP Writes,
32, 1.0, 530771.0, 6303744, 1.0, 530763.0, 7077888, 2303.0, 530773.0, 42792, -5111.0, -1.0, 50176, -7985.0, 448079.0, 712528, 530783.0, 533416.0, 36864,
33, 1.0, 352219.0, 3713024, 1.0, 352217.0, 4456448, 255.0, 352227.0, 233412, -5111.0, -1.0, 50176, -7985.0, 314239.0, 265150, 138591.0, 355164.0, 200704,
34, 1.0, 338483.0, 3813376, 1.0, 338483.0, 4456448, 1023.0, 338493.0, 58574, -7985.0, 332648.0, 3813376, -7985.0, 267831.0, 286654, 338503.0, 342086.0, 50176,
35, 1.0, 530771.0, 6303744, 1.0, 530763.0, 7077888, 2303.0, 530773.0, 42792, -5111.0, -1.0, 50176, -7985.0, 448079.0, 712528, 530783.0, 533416.0, 36864,
36, 1.0, 352219.0, 3713024, 1.0, 352217.0, 4456448, 255.0, 352227.0, 233412, -5111.0, -1.0, 50176, -7985.0, 314239.0, 265150, 138591.0, 355164.0, 200704,
37, 1.0, 338483.0, 3813376, 1.0, 338483.0, 4456448, 1023.0, 338493.0, 58574, -7985.0, 332648.0, 3813376, -7985.0, 267831.0, 286654, 338503.0, 342086.0, 50176,
38, 1.0, 530771.0, 6303744, 1.0, 530763.0, 7077888, 2303.0, 530773.0, 42792, -5111.0, -1.0, 50176, -7985.0, 448079.0, 712528, 530783.0, 533416.0, 36864,
39, 1.0, 352219.0, 3713024, 1.0, 352217.0, 4456448, 255.0, 352227.0, 233412, -5111.0, -1.0, 50176, -7985.0, 314239.0, 265150, 138591.0, 355164.0, 200704,
40, 1.0, 338483.0, 3813376, 1.0, 338483.0, 4456448, 1023.0, 338493.0, 58574, -7985.0, 332648.0, 3813376, -7985.0, 267831.0, 286654, 338503.0, 342086.0, 50176,
41, 1.0, 530771.0, 6303744, 1.0, 530763.0, 7077888, 2303.0, 530773.0, 42792, -5111.0, -1.0, 50176, -7985.0, 448079.0, 712528, 530783.0, 533416.0, 36864,
42, 1.0, 352219.0, 3713024, 1.0, 352217.0, 4456448, 255.0, 352227.0, 233412, -5111.0, -1.0, 50176, -7985.0, 314239.0, 265150, 138591.0, 355164.0, 200704,
43, 1.0, 4102547.0, 49102848, 1.0, 4102543.0, 56623104, 9215.0, 4102553.0, 85272, -7985.0, 4100151.0, 9835199, -7985.0, 3991444.0, 55812096, 4102559.0, 4107825.0, 73728,
44, 1.0, 27315.0, 301056, 1.0, 27319.0, 313344, 511.0, 27329.0, 8382, -7985.0, 21611.0, 301056, -1917.0, -1.0, 18432, 27335.0, 27838.0, 7056,
45, 1.0, 18203.0, 200704, 1.0, 18203.0, 156672, 511.0, 18213.0, 4412, -7985.0, 14280.0, 200704, -959.0, -1.0, 9216, 18223.0, 18474.0, 3528,
