LayerID, Avg IFMAP SRAM BW, Avg FILTER SRAM BW, Avg OFMAP SRAM BW, Avg IFMAP DRAM BW, Avg FILTER DRAM BW, Avg OFMAP DRAM BW,
0, 11.27416367598458, 0.01192638802087625, 12.762046501250571, 7.331168418510657, 9.455276381909547, 12.823070113427208,
1, 10.545718218980864, 0.043043747832574954, 12.654861862777036, 10.198684919255669, 9.266968325791856, 12.781658971501352,
2, 11.853675267721414, 0.052032593767775755, 12.643920285569509, 11.762527504695582, 9.812084109661964, 12.645276770425873,
3, 10.545636561239135, 0.04530885740596836, 13.320804077354698, 10.395825722838028, 9.881785283474064, 13.454077229243769,
4, 10.545636561239135, 0.04530885740596836, 13.320804077354698, 10.395825722838028, 9.881785283474064, 13.454077229243769,
5, 11.504331950968563, 0.046956456942728826, 12.654765146065419, 11.492342885282135, 9.881785283474064, 12.678602090948507,
6, 11.853675267721414, 0.052032593767775755, 12.643920285569509, 11.762527504695582, 9.812084109661964, 12.645276770425873,
7, 10.545636561239135, 0.04530885740596836, 13.320804077354698, 10.395825722838028, 9.881785283474064, 13.454077229243769,
8, 11.504331950968563, 0.046956456942728826, 12.654765146065419, 11.492342885282135, 9.881785283474064, 12.678602090948507,
9, 11.853675267721414, 0.052032593767775755, 12.643920285569509, 11.762527504695582, 9.812084109661964, 12.645276770425873,
10, 10.545636561239135, 0.04530885740596836, 13.320804077354698, 10.395825722838028, 9.881785283474064, 13.454077229243769,
11, 11.158760022597816, 0.16983606217509162, 12.274636024857598, 10.230708846047976, 9.88476621417798, 12.329080052267983,
12, 11.393275095498442, 0.2157306526958285, 12.152826768531671, 11.378226623009455, 0.3115361944058869, 12.211641113922264,
13, 11.1255322272794, 0.19636901890399383, 13.230362648656586, 10.985310607427833, 0.23182417924491594, 13.262153127149418,
14, 11.158717818335651, 0.18360585927267584, 13.269826594777532, 10.361994915315728, 0.21872163186842528, 13.323784153274467,
15, 11.384263710333835, 0.18586552996463404, 12.238083488608874, 11.317341633679558, 0.2366356260538944, 12.379148605345673,
16, 11.393275095498442, 0.2157306526958285, 12.152826768531671, 11.378226623009455, 0.3115361944058869, 12.211641113922264,
17, 11.1255322272794, 0.19636901890399383, 13.230362648656586, 10.985310607427833, 0.23182417924491594, 13.262153127149418,
18, 11.384263710333835, 0.18586552996463404, 12.238083488608874, 11.317341633679558, 0.2366356260538944, 12.379148605345673,
19, 11.393275095498442, 0.2157306526958285, 12.152826768531671, 11.378226623009455, 0.3115361944058869, 12.211641113922264,
20, 11.1255322272794, 0.19636901890399383, 13.230362648656586, 10.985310607427833, 0.23182417924491594, 13.262153127149418,
21, 11.384263710333835, 0.18586552996463404, 12.238083488608874, 11.317341633679558, 0.2366356260538944, 12.379148605345673,
22, 11.393275095498442, 0.2157306526958285, 12.152826768531671, 11.378226623009455, 0.3115361944058869, 12.211641113922264,
23, 11.1255322272794, 0.19636901890399383, 13.230362648656586, 10.985310607427833, 0.23182417924491594, 13.262153127149418,
24, 10.264683261738169, 0.6146804479543791, 11.615299480387927, 8.84696012880535, 0.7350504999523321, 11.695762835920272,
25, 9.600014619905306, 0.8982469819794439, 10.778963783753326, 9.87133582530002, 0.9873596986817326, 10.795568835423692,
26, 9.830747031334807, 0.6940626696143714, 11.690618091317068, 9.87133582530002, 0.8188929151568162, 11.732242164977215,
27, 10.26464748386817, 0.6312912326415019, 11.929184913684631, 8.910117105010558, 0.6688729048604432, 11.986120722612865,
28, 10.059368957521624, 0.691514085157233, 11.382970136142891, 9.92232054808065, 0.8377027597049839, 11.521500337757557,
29, 9.600014619905306, 0.8982469819794439, 10.778963783753326, 9.87133582530002, 0.9873596986817326, 10.795568835423692,
30, 9.830747031334807, 0.6940626696143714, 11.690618091317068, 9.87133582530002, 0.8188929151568162, 11.732242164977215,
31, 10.059368957521624, 0.691514085157233, 11.382970136142891, 9.92232054808065, 0.8377027597049839, 11.521500337757557,
32, 9.600014619905306, 0.8982469819794439, 10.778963783753326, 9.87133582530002, 0.9873596986817326, 10.795568835423692,
33, 9.830747031334807, 0.6940626696143714, 11.690618091317068, 9.87133582530002, 0.8188929151568162, 11.732242164977215,
34, 10.059368957521624, 0.691514085157233, 11.382970136142891, 9.92232054808065, 0.8377027597049839, 11.521500337757557,
35, 9.600014619905306, 0.8982469819794439, 10.778963783753326, 9.87133582530002, 0.9873596986817326, 10.795568835423692,
36, 9.830747031334807, 0.6940626696143714, 11.690618091317068, 9.87133582530002, 0.8188929151568162, 11.732242164977215,
37, 10.059368957521624, 0.691514085157233, 11.382970136142891, 9.92232054808065, 0.8377027597049839, 11.521500337757557,
38, 9.600014619905306, 0.8982469819794439, 10.778963783753326, 9.87133582530002, 0.9873596986817326, 10.795568835423692,
39, 9.830747031334807, 0.6940626696143714, 11.690618091317068, 9.87133582530002, 0.8188929151568162, 11.732242164977215,
40, 10.059368957521624, 0.691514085157233, 11.382970136142891, 9.92232054808065, 0.8377027597049839, 11.521500337757557,
41, 9.600014619905306, 0.8982469819794439, 10.778963783753326, 9.87133582530002, 0.9873596986817326, 10.795568835423692,
42, 9.830747031334807, 0.6940626696143714, 11.690618091317068, 9.87133582530002, 0.8188929151568162, 11.732242164977215,
43, 9.600001876877243, 0.9225227028830985, 11.070272434597182, 9.597628213748479, 0.9291365312781211, 11.072597410343178,
44, 10.05967855114111, 0.6158986868045577, 10.1382697898219, 9.142024232486108, 9.809473124002128, 11.174425456688274,
45, 10.059846624229362, 0.4619317327452258, 7.603829381985865, 9.15202918376653, 9.262311557788944, 8.340425531914894,
