LayerID, Total Cycles, Stall Cycles, Overall Util %, Mapping Efficiency %, Compute Util %,
0, 788839, 0, 85.89838991226347, 86.15384615384613, 85.80636582941307,
1, 95159, 0, 80.34832928747325, 81.2698412698413, 80.01953601953605,
2, 708479, 0, 90.31371632549649, 91.42857142857167, 89.91761021440603,
3, 361607, 0, 84.57653382447427, 85.54720133667504, 84.23109054687981,
4, 361607, 0, 84.57653382447427, 85.54720133667504, 84.23109054687981,
5, 348919, 0, 87.65205295976048, 88.65800865800861, 87.29403929403908,
6, 708479, 0, 90.31371632549649, 91.42857142857167, 89.91761021440603,
7, 361607, 0, 84.57653382447427, 85.54720133667504, 84.23109054687981,
8, 348919, 0, 87.65205295976048, 88.65800865800861, 87.29403929403908,
9, 708479, 0, 90.31371632549649, 91.42857142857167, 89.91761021440603,
10, 361607, 0, 84.57653382447427, 85.54720133667504, 84.23109054687981,
11, 192939, 0, 85.01912398169765, 88.65800865800863, 83.7768373948151,
12, 683519, 0, 86.80590548951194, 91.4285714285711, 85.24926108374399,
13, 333739, 0, 91.63887548853046, 95.84649584649584, 90.20846667905464,
14, 713877, 0, 91.91221883828594, 95.84649584649583, 90.56955394033895,
15, 352599, 0, 86.73724731682923, 90.71982281284632, 85.38336264738426,
16, 683519, 0, 86.80590548951194, 91.4285714285711, 85.24926108374399,
17, 333739, 0, 91.63887548853046, 95.84649584649584, 90.20846667905464,
18, 352599, 0, 86.73724731682923, 90.71982281284632, 85.38336264738426,
19, 683519, 0, 86.80590548951194, 91.4285714285711, 85.24926108374399,
20, 333739, 0, 91.63887548853046, 95.84649584649584, 90.20846667905464,
21, 352599, 0, 86.73724731682923, 90.71982281284632, 85.38336264738426,
22, 683519, 0, 86.80590548951194, 91.4285714285711, 85.24926108374399,
23, 333739, 0, 91.63887548853046, 95.84649584649584, 90.20846667905464,
24, 213236, 0, 82.32327427960435, 95.49455032931188, 78.41705775217252,
25, 656639, 0, 76.9925984553809, 96.24060150375907, 71.80645915305986,
26, 377695, 0, 80.97397812167667, 95.84649584649573, 76.67719667719433,
27, 830501, 0, 84.5479329430583, 98.07548412199593, 80.53643769142374,
28, 379087, 0, 80.67664326834385, 95.4945503293113, 76.39564026344758,
29, 656639, 0, 76.9925984553809, 96.24060150375907, 71.80645915305986,
30, 377695, 0, 80.97397812167667, 95.84649584649573, 76.67719667719433,
31, 379087, 0, 80.67664326834385, 95.4945503293113, 76.39564026344758,
32, 656639, 0, 76.9925984553809, 96.24060150375907, 71.80645915305986,
33, 377695, 0, 80.97397812167667, 95.84649584649573, 76.67719667719433,
34, 379087, 0, 80.67664326834385, 95.4945503293113, 76.39564026344758,
35, 656639, 0, 76.9925984553809, 96.24060150375907, 71.80645915305986,
36, 377695, 0, 80.97397812167667, 95.84649584649573, 76.67719667719433,
37, 379087, 0, 80.67664326834385, 95.4945503293113, 76.39564026344758,
38, 656639, 0, 76.9925984553809, 96.24060150375907, 71.80645915305986,
39, 377695, 0, 80.97397812167667, 95.84649584649573, 76.67719667719433,
40, 379087, 0, 80.67664326834385, 95.4945503293113, 76.39564026344758,
41, 656639, 0, 76.9925984553809, 96.24060150375907, 71.80645915305986,
42, 377695, 0, 80.97397812167667, 95.84649584649573, 76.67719667719433,
43, 5114879, 0, 79.07337453283701, 98.84169884169603, 73.7471742652908,
44, 29927, 0, 71.85484679386506, 85.0498338870431, 68.03986710963441,
45, 19951, 0, 53.89203548694301, 63.78737541528234, 51.029900332225886,
